player_name_fbref,season,league,club,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,inefficiency_score,matching_confidence
Anass Salah-Eddine,2022-2023,Eredivisie,Twente,DEF,21.4,641,800000.0,782938.3767339463,-17061.623266053735,-0.021557736263462246,1.0
Mattia Viti,2021-2022,Serie A,Empoli,DEF,20.4,1491,7000000.0,6835311.456696963,-164688.54330303706,-0.023808112002887682,1.0
Gianluca Scamacca,2020-2021,Serie A,Genoa,ATT,22.4,1352,15000000.0,14618289.0423744,-381710.9576255996,-0.025776782194316894,1.0
Domagoj Bradarić,2020-2021,Ligue 1,Lille,DEF,21.5,1263,6000000.0,5846298.487227303,-153701.51277269702,-0.025950745473071635,1.0
Sepp van den Berg,2022-2023,Bundesliga,Schalke 04,DEF,21.5,696,5000000.0,4865309.8613869855,-134690.13861301448,-0.027307506864053366,1.0
Jota,2020-2021,LaLiga,Valladolid,ATT,22.2,668,3500000.0,3403101.507754185,-96898.49224581523,-0.028075744519272305,1.0
Wilfried Singo,2022-2023,Serie A,Torino,DEF,22.5,2046,12000000.0,11640307.46798109,-359692.53201890923,-0.03043279305856572,1.0
Ameen Al-Dakhil,2023-2024,Premier League,Burnley,DEF,22.2,1056,12000000.0,11632085.79039143,-367914.20960856974,-0.03113935364650544,1.0
Alexis Claude-Maurice,2020-2021,Ligue 1,Nice,MID,23.0,1910,12000000.0,11621761.296504607,-378238.7034953926,-0.032027335280396585,1.0
Eddie Nketiah,2020-2021,Premier League,Arsenal,ATT,22.0,423,16000000.0,15482667.540344914,-517332.4596550856,-0.032867547196175906,1.0
Nehuén Pérez,2020-2021,LaLiga,Granada,DEF,21.0,741,4000000.0,3869340.9220733573,-130659.07792664273,-0.03321017295544593,1.0
Amine Gouiri,2020-2021,Ligue 1,Nice,ATT,21.3,2747,30000000.0,28934098.616983198,-1065901.3830168024,-0.036176599118018515,1.0
Loïc Mbe Soh,2023-2024,Eredivisie,Almere City,DEF,23.0,1258,1500000.0,1444490.8035125467,-55509.1964874533,-0.037708233758417364,1.0
Eduardo Quaresma,2021-2022,Liga Portugal,Tondela,DEF,20.2,1542,4000000.0,3846087.9359050016,-153912.0640949984,-0.03923784996481494,1.0
Pedro Brazão,2022-2023,Liga Portugal,Famalicão,ATT,20.5,304,1000000.0,960340.847365591,-39659.15263440902,-0.04046700819619886,1.0
Anthony Musaba,2022-2023,Eredivisie,NEC Nijmegen,ATT,22.5,330,800000.0,765981.9854955719,-34018.01450442814,-0.043453075833681964,1.0
Kiliann Sildillia,2022-2023,Bundesliga,Freiburg,DEF,21.1,1977,12000000.0,11462913.428613398,-537086.5713866018,-0.04578974492883603,1.0
Giacomo Raspadori,2021-2022,Serie A,Sassuolo,ATT,22.3,2740,28000000.0,26653441.23346215,-1346558.7665378489,-0.049286240940340065,1.0
Luca Lipani,2023-2024,Serie A,Sassuolo,MID,19.0,384,4000000.0,3807453.5445361347,-192546.4554638653,-0.049333756448211474,1.0
Jesus Vazquez,2021-2022,LaLiga,Valencia,DEF,19.4,813,5000000.0,4758961.624912291,-241038.37508770917,-0.049408414014907365,1.0
Morten Frendrup,2021-2022,Serie A,Genoa,MID,21.2,695,3700000.0,3519482.7060899483,-180517.2939100517,-0.05001879933680442,1.0
Reece James,2021-2022,Premier League,Chelsea,DEF,22.5,1864,60000000.0,57054002.43653756,-2945997.5634624436,-0.05034633173092473,1.0
Rayan Aït-Nouri,2020-2021,Premier League,Wolves,DEF,20.0,1404,18000000.0,17055446.774916112,-944553.2250838876,-0.053902146243419935,1.0
Andy Pelmard,2020-2021,Ligue 1,Nice,DEF,21.2,1207,4000000.0,3789359.6459596385,-210640.35404036148,-0.054097315150409386,1.0
Kenzo Goudmijn,2023-2024,Eredivisie,Excelsior,MID,22.5,1570,1800000.0,1701187.801336093,-98812.1986639069,-0.05645995115352065,1.0
Jørgen Strand Larsen,2021-2022,Eredivisie,Groningen,ATT,22.3,2339,6000000.0,5669807.129735948,-330192.8702640524,-0.056604367986535564,1.0
Márton Dárdai,2020-2021,Bundesliga,Hertha BSC,DEF,19.3,821,6000000.0,5668372.120328655,-331627.87967134546,-0.056857496709112,1.0
Arthur Theate,2021-2022,Serie A,Bologna,DEF,22.0,2424,15000000.0,14154329.742802512,-845670.2571974881,-0.05802963492737945,1.0
Aimar Oroz,2023-2024,LaLiga,Osasuna,MID,22.5,2339,15000000.0,14088772.438721268,-911227.5612787325,-0.06267200185990873,1.0
Noah Katterbach,2020-2021,Bundesliga,Köln,DEF,20.2,1111,5500000.0,5163737.261575783,-336262.7384242173,-0.06308749940669323,1.0
Flavius Daniliuc,2020-2021,Ligue 1,Nice,DEF,20.1,1477,6000000.0,5630722.591018267,-369277.408981733,-0.06352168877251252,1.0
Malo Gusto,2023-2024,Premier League,Chelsea,DEF,21.0,1751,35000000.0,32758249.36805941,-2241750.6319405884,-0.06619324202583599,1.0
Yann Karamoh,2020-2021,Serie A,Parma,ATT,22.9,1294,6000000.0,5601156.590450948,-398843.4095490519,-0.0687863588030666,1.0
Demba Seck,2022-2023,Serie A,Torino,ATT,22.3,519,2700000.0,2517542.38913187,-182457.61086812988,-0.06996858975322695,1.0
Tuta,2021-2022,Bundesliga,Eintracht Frankfurt,DEF,22.9,2183,13000000.0,12115485.207169577,-884514.7928304225,-0.07046495387785612,1.0
Jeremie Frimpong,2022-2023,Bundesliga,Leverkusen,DEF,22.5,2708,40000000.0,37243128.67702057,-2756871.322979428,-0.07141199135056553,1.0
Etienne Youte Kinkoue,2023-2024,Ligue 1,Le Havre,DEF,22.4,1941,7000000.0,6498422.384423947,-501577.61557605304,-0.07435071170120544,1.0
Leonidas Stergiou,2023-2024,Bundesliga,Stuttgart,DEF,22.2,594,5000000.0,4641499.439200567,-358500.5607994329,-0.07440044339914564,1.0
Joey Veerman,2020-2021,Eredivisie,Heerenveen,MID,22.5,2701,8500000.0,7883598.601909749,-616401.3980902508,-0.07528168850168626,1.0
Felix Afena-Gyan,2021-2022,Serie A,Roma,ATT,19.4,668,6000000.0,5560743.093803999,-439256.906196001,-0.07602771993117763,1.0
Brandon Soppy,2022-2023,Serie A,Atalanta,MID,21.3,643,9000000.0,8330459.997467313,-669540.002532687,-0.07730590089734157,1.0
Rassoul Ndiaye,2023-2024,Ligue 1,Le Havre,MID,22.5,526,2500000.0,2310465.243593832,-189534.756406168,-0.07884182346637303,1.0
Zaydou Youssouf,2020-2021,Ligue 1,Saint-Étienne,MID,21.9,1229,5000000.0,4616948.092771728,-383051.9072282724,-0.0797040116036527,1.0
Neco Williams,2022-2023,Premier League,Nottingham Forest,DEF,22.2,1882,20000000.0,18449042.876979467,-1550957.1230205335,-0.08071978099956922,1.0
Nicolò Rovella,2021-2022,Serie A,Genoa,MID,20.5,1468,10000000.0,9207554.45159363,-792445.54840637,-0.08256080984402558,1.0
Jesper Karlsson,2020-2021,Eredivisie,AZ Alkmaar,ATT,22.8,2445,8000000.0,7361562.803973133,-638437.1960268673,-0.08316929398311679,1.0
Ignatius Ganago,2020-2021,Ligue 1,Lens,ATT,22.3,1304,8000000.0,7347988.417974815,-652011.5820251852,-0.08501495054284014,1.0
Ebrima Colley,2020-2021,Serie A,Hellas Verona,ATT,21.3,734,4000000.0,3666458.7429598123,-333541.2570401877,-0.08706808506300767,1.0
Jakub Kamiński,2023-2024,Bundesliga,Wolfsburg,ATT,22.0,473,6000000.0,5496913.941368295,-503086.0586317051,-0.08757263603542675,1.0
Nathan Zeze,2023-2024,Ligue 1,Nantes,DEF,19.0,1022,5000000.0,4574619.028289312,-425380.97171068843,-0.08891448967903237,1.0
Evann Guessand,2023-2024,Ligue 1,Nice,ATT,22.9,1553,8000000.0,7313829.437002328,-686170.5629976718,-0.08967454229534155,1.0
Arnaud Kalimuendo,2021-2022,Ligue 1,Lens,ATT,20.4,2148,18000000.0,16436213.178729508,-1563786.821270492,-0.09088473672733599,1.0
Mathias Kjølø,2022-2023,Eredivisie,Twente,MID,22.0,1004,1200000.0,1095068.9914692133,-104931.00853078673,-0.09150418960232187,1.0
Malo Gusto,2021-2022,Ligue 1,Lyon,DEF,19.0,1884,12000000.0,10915720.007626818,-1084279.9923731815,-0.09470269699358624,1.0
Tomás Araújo,2022-2023,Liga Portugal,Gil Vicente FC,DEF,21.1,1871,5000000.0,4539729.237954857,-460270.7620451432,-0.09657054137632493,1.0
Valentin Carboni,2023-2024,Serie A,Monza,MID,19.3,1169,15000000.0,13601701.089292457,-1398298.9107075427,-0.0978553360870329,1.0
Aaron Hickey,2020-2021,Serie A,Bologna,DEF,19.0,758,5000000.0,4523827.16488757,-476172.83511243016,-0.10007955895786047,1.0
Pedro Gonçalves,2020-2021,Liga Portugal,Sporting CP,ATT,22.9,2719,22000000.0,19899356.61609091,-2100643.3839090914,-0.10035505300022507,1.0
Mathys Tel,2023-2024,Bundesliga,Bayern Munich,ATT,19.1,1050,40000000.0,36172558.88493748,-3827441.11506252,-0.10057866459377252,1.0
Lucien Agoume,2021-2022,Ligue 1,Brest,MID,20.3,1868,7000000.0,6323249.802263191,-676750.197736809,-0.10167686383794461,1.0
Yan Couto,2023-2024,LaLiga,Girona,MID,22.0,2245,25000000.0,22527365.471609525,-2472634.5283904746,-0.10414501149976019,1.0
Jayden Oosterwolde,2021-2022,Eredivisie,Twente,DEF,21.1,903,1000000.0,898884.9393697676,-101115.06063023244,-0.106600240054469,1.0
Junior Mwanga,2023-2024,Ligue 1,Strasbourg,MID,21.1,1450,7000000.0,6285214.624928266,-714785.3750717342,-0.10771015884066593,1.0
Mahamadou Diawara,2023-2024,Ligue 1,Lyon,MID,19.3,358,3000000.0,2692234.708573245,-307765.291426755,-0.10824069325189178,1.0
Chris Richards,2021-2022,Bundesliga,Hoffenheim,DEF,22.2,1304,7500000.0,6676725.108218666,-823274.8917813338,-0.11627540646781043,1.0
Tiago Tomás,2023-2024,Bundesliga,Wolfsburg,ATT,22.0,1032,6000000.0,5329434.519345101,-670565.480654899,-0.11851433061016259,1.0
Tommaso Pobega,2021-2022,Serie A,Torino,MID,22.9,2240,16000000.0,14200305.122638188,-1799694.8773618117,-0.11932527035368778,1.0
Trevoh Chalobah,2021-2022,Premier League,Chelsea,DEF,22.9,1449,20000000.0,17723860.54955793,-2276139.4504420683,-0.12082048813542556,1.0
Maxim Dekker,2022-2023,Eredivisie,AZ Alkmaar,DEF,19.2,844,1500000.0,1329274.0516776803,-170725.94832231966,-0.12083214069789072,1.0
Noni Madueke,2023-2024,Premier League,Chelsea,ATT,22.2,1053,28000000.0,24809597.699971486,-3190402.300028514,-0.12097392783990557,1.0
Anthony Rouault,2023-2024,Bundesliga,Stuttgart,DEF,23.0,1010,7000000.0,6187943.218800024,-812056.7811999759,-0.1233073924046888,1.0
Tahith Chong,2020-2021,Bundesliga,Werder Bremen,ATT,21.5,386,4000000.0,3527855.768745497,-472144.23125450313,-0.1256041056858912,1.0
Bjorn Meijer,2021-2022,Eredivisie,Groningen,DEF,19.2,1587,3000000.0,2638269.339953075,-361730.66004692484,-0.12848913952681684,1.0
Adrien Truffert,2020-2021,Ligue 1,Rennes,DEF,19.5,1951,12000000.0,10539869.205696983,-1460130.7943030167,-0.1297415160784432,1.0
Joe Mendes,2023-2024,Liga Portugal,Braga,DEF,21.4,890,3000000.0,2630735.375303519,-369264.62469648104,-0.1313488711805686,1.0
Zakaria Aboukhlal,2021-2022,Eredivisie,AZ Alkmaar,ATT,22.3,815,2000000.0,1750912.8733468251,-249087.12665317487,-0.133009886719897,1.0
Matteo Ruggeri,2023-2024,Serie A,Atalanta,DEF,21.9,2449,20000000.0,17502383.291388858,-2497616.708611142,-0.13339521381791286,1.0
Jean-Victor Makengo,2020-2021,Serie A,Udinese,MID,23.0,522,3000000.0,2623446.3676588377,-376553.6323411623,-0.13412342778224762,1.0
Djevencio van der Kust,2022-2023,Eredivisie,Utrecht,DEF,21.5,578,850000.0,743185.4879357294,-106814.51206427056,-0.13429068863429805,1.0
Brajan Gruda,2023-2024,Bundesliga,Mainz 05,MID,20.0,1641,20000000.0,17450430.614009332,-2549569.385990668,-0.13636794818943443,1.0
Lindon Selahi,2020-2021,Eredivisie,Willem II,MID,22.2,465,650000.0,565703.0056101062,-84296.99438989384,-0.13890314747336063,1.0
Daan Rots,2022-2023,Eredivisie,Twente,ATT,21.9,675,700000.0,608437.9393003864,-91562.06069961365,-0.14018541746315805,1.0
Lucien Agoume,2020-2021,Serie A,Spezia,MID,19.3,800,5000000.0,4344010.914659159,-655989.0853408407,-0.14063981722294372,1.0
Pierre Kalulu,2020-2021,Serie A,Milan,DEF,21.0,727,7000000.0,6063908.385282285,-936091.6147177154,-0.14355560879732998,1.0
Roméo Lavia,2022-2023,Premier League,Southampton,MID,19.5,2221,32000000.0,27634986.949533314,-4365013.0504666865,-0.14665328975874914,1.0
Jean Lucas,2020-2021,Ligue 1,Brest,MID,23.0,1011,4500000.0,3877876.529317897,-622123.4706821032,-0.14878967921515418,1.0
Quinten Timber,2021-2022,Eredivisie,Utrecht,MID,21.0,2351,4000000.0,3443586.873293405,-556413.1267065951,-0.14978073723936092,1.0
Dion Lopy,2023-2024,LaLiga,Almería,MID,22.3,1916,10000000.0,8545637.92657625,-1454362.0734237507,-0.15716412425969928,1.0
Yan Couto,2021-2022,Liga Portugal,Braga,MID,20.0,1796,5000000.0,4271810.852028336,-728189.1479716636,-0.15740008796702298,1.0
Moussa Diaby,2021-2022,Bundesliga,Leverkusen,ATT,22.9,2760,60000000.0,51164487.93849314,-8835512.06150686,-0.15929886577620422,1.0
Mateu Morey,2020-2021,Bundesliga,Dortmund,DEF,21.3,829,7000000.0,5968002.345175438,-1031997.6548245624,-0.15949789319557972,1.0
Fares Chaïbi,2023-2024,Bundesliga,Eintracht Frankfurt,MID,21.5,1912,18000000.0,15326151.058643192,-2673848.941356808,-0.16081116903196957,1.0
Nuno Tavares,2021-2022,Premier League,Arsenal,DEF,22.4,1176,15000000.0,12769607.397013118,-2230392.6029868815,-0.1609822756953605,1.0
Destiny Udogie,2023-2024,Premier League,Tottenham Hotspur,DEF,21.5,2391,45000000.0,38270577.161839806,-6729422.838160194,-0.16198110913365937,1.0
Tommaso Baldanzi,2022-2023,Serie A,Empoli,MID,20.2,1772,15000000.0,12750972.856752712,-2249027.1432472877,-0.1624426299182531,1.0
Takefusa Kubo,2021-2022,LaLiga,Mallorca,ATT,21.0,1605,7500000.0,6346028.788320615,-1153971.211679385,-0.16707379094014563,1.0
Lucas Da Cunha,2021-2022,Ligue 1,Nice,MID,21.0,393,4000000.0,3383919.975106383,-616080.0248936168,-0.1672595676737405,1.0
Facundo Medina,2021-2022,Ligue 1,Lens,DEF,23.0,2593,11000000.0,9302487.877869315,-1697512.1221306846,-0.16761339466519587,1.0
Dean Huijsen,2023-2024,Serie A,Roma,DEF,19.1,509,10000000.0,8448201.14416696,-1551798.8558330406,-0.1686315566347325,1.0
Sebastiaan Bornauw,2020-2021,Bundesliga,Köln,DEF,22.2,2083,12000000.0,10133625.07349855,-1866374.9265014492,-0.16904754031047986,1.0
Chiquinho,2021-2022,Liga Portugal,Estoril,ATT,22.4,838,3000000.0,2533294.4905240433,-466705.5094759567,-0.16909166284935928,1.0
Orestis Kiomourtzoglou,2020-2021,Eredivisie,Heracles Almelo,MID,23.0,1516,1300000.0,1096142.2764946846,-203857.72350531537,-0.17056727004684902,1.0
Loïc Bade,2020-2021,Ligue 1,Lens,DEF,21.1,2610,12000000.0,10110338.31925199,-1889661.68074801,-0.17134815349237797,1.0
Aaron Hickey,2022-2023,Premier League,Brentford,DEF,21.0,1916,25000000.0,20949152.2673143,-4050847.7326857,-0.17677764388610484,1.0
Jurgen Ekkelenkamp,2020-2021,Eredivisie,Ajax,MID,21.1,657,3200000.0,2680345.882625213,-519654.1173747871,-0.17720496292947985,1.0
Yasser Larouci,2021-2022,Ligue 1,Troyes,DEF,21.4,341,2500000.0,2089893.2995436243,-410106.7004563757,-0.1791777200506175,1.0
Máximo Perrone,2023-2024,LaLiga,Las Palmas,MID,21.4,1623,9000000.0,7523335.672810954,-1476664.327189046,-0.1792149642120222,1.0
Jeremie Frimpong,2021-2022,Bundesliga,Leverkusen,DEF,21.5,2052,20000000.0,16699819.5522224,-3300180.447777599,-0.18033435944580134,1.0
Skelly Alvero,2023-2024,Ligue 1,Lyon,MID,22.1,426,4000000.0,3335489.28994567,-664510.7100543301,-0.18167497888680728,1.0
Jesper Lindstrøm,2021-2022,Bundesliga,Eintracht Frankfurt,ATT,22.3,1976,17000000.0,14166160.071559483,-2833839.928440517,-0.18235731708796976,1.0
Anthony Elanga,2021-2022,Premier League,Manchester Utd,ATT,20.1,1214,20000000.0,16664166.359198155,-3335833.640801845,-0.18247158649595718,1.0
Robin Roefs,2023-2024,Eredivisie,NEC Nijmegen,GK,21.4,420,600000.0,499622.8127233347,-100377.1872766653,-0.18307621603094937,1.0
Paulos Abraham,2022-2023,Eredivisie,Groningen,ATT,20.9,489,700000.0,581787.1629985495,-118212.83700145048,-0.1849756535114757,1.0
Riccardo Sottil,2020-2021,Serie A,Cagliari,ATT,22.0,1184,7000000.0,5812397.771055565,-1187602.2289444348,-0.18591696607189157,1.0
Facundo Pellistri,2023-2024,LaLiga,Granada,ATT,22.5,1232,8000000.0,6614588.120550578,-1385411.8794494215,-0.19016401051846188,1.0
Arnau Martinez,2023-2024,LaLiga,Girona,DEF,21.1,1241,10000000.0,8264655.572372718,-1735344.4276272822,-0.1905970356235578,1.0
Joshua Zirkzee,2022-2023,Serie A,Bologna,ATT,22.1,822,9000000.0,7421631.68283304,-1578368.3171669599,-0.1928256409853546,1.0
Mees Hilgers,2021-2022,Eredivisie,Twente,DEF,21.1,1822,2500000.0,2061384.741313784,-438615.2586862161,-0.19291277037967447,1.0
Matteo Lovato,2020-2021,Serie A,Hellas Verona,DEF,21.3,1386,7000000.0,5761564.695666242,-1238435.3043337576,-0.19470106268413367,1.0
Nico Williams,2022-2023,LaLiga,Athletic Club,ATT,20.9,2656,30000000.0,24653997.616311576,-5346002.383688424,-0.19625831921849723,1.0
Riccardo Sottil,2021-2022,Serie A,Fiorentina,ATT,23.0,1239,9000000.0,7388939.912031327,-1611060.0879686726,-0.1972403016467723,1.0
Luke Thomas,2022-2023,Premier League,Leicester City,DEF,22.0,1073,12000000.0,9773236.53531793,-2226763.4646820705,-0.20525896578569203,1.0
Cristhian Mosquera,2023-2024,LaLiga,Valencia,DEF,19.9,3075,30000000.0,24426107.172854643,-5573892.827145357,-0.20554485526814403,1.0
Fabian de Keijzer,2021-2022,Eredivisie,Utrecht,GK,22.1,1214,900000.0,732488.4175625505,-167511.58243744948,-0.20594723475939958,1.0
Filip Jørgensen,2023-2024,LaLiga,Villarreal,GK,22.1,3240,20000000.0,16259270.861008354,-3740729.1389916465,-0.2070690129361914,1.0
Armel Bella Kotchap,2021-2022,Bundesliga,Bochum,DEF,20.5,1768,10000000.0,8119881.63708565,-1880118.36291435,-0.20826951564029095,1.0
Thomas Buitink,2021-2022,Eredivisie,Vitesse,ATT,22.0,1150,1300000.0,1055192.8687635942,-244807.1312364058,-0.20864070025397474,1.0
Maxime Estève,2022-2023,Ligue 1,Montpellier,DEF,21.1,1646,7000000.0,5675738.7057183245,-1324261.2942816755,-0.20970942575050344,1.0
Bertuğ Yıldırım,2023-2024,Ligue 1,Rennes,ATT,21.9,469,3500000.0,2834440.3868530956,-665559.6131469044,-0.21091844520857173,1.0
Ozan Kabak,2021-2022,Premier League,Norwich City,DEF,22.2,922,10000000.0,8078827.704774287,-1921172.2952257134,-0.21333831702982664,1.0
Neil El Aynaoui,2023-2024,Ligue 1,Lens,MID,22.9,1566,8000000.0,6447849.2340939315,-1552150.7659060685,-0.21569491855812117,1.0
Alex Baena,2023-2024,LaLiga,Villarreal,ATT,22.9,2579,40000000.0,32222724.46978136,-7777275.5302186385,-0.21620752159789802,1.0
Tomás Händel,2022-2023,Liga Portugal,Vitória Guimarães,MID,22.5,433,3000000.0,2412269.1822163803,-587730.8177836197,-0.2180444147795555,1.0
Brandon Soppy,2021-2022,Serie A,Udinese,MID,20.3,777,5000000.0,4018685.4382550945,-981314.5617449055,-0.21848306869027923,1.0
Yukinari Sugawara,2022-2023,Eredivisie,AZ Alkmaar,DEF,23.0,2398,6500000.0,5219315.201255227,-1280684.7987447726,-0.21943597111187607,1.0
Timothy Weah,2021-2022,Ligue 1,Lille,MID,22.3,1616,12000000.0,9620026.644599123,-2379973.355400877,-0.22105961540537322,1.0
Rafik Guitane,2020-2021,Liga Portugal,Marítimo,ATT,22.0,1505,2500000.0,2002076.199590823,-497923.8004091771,-0.22210598997177833,1.0
Rayan Aït-Nouri,2023-2024,Premier League,Wolves,DEF,23.0,2329,35000000.0,27969345.326236095,-7030654.673763905,-0.22423896083349248,1.0
Nico Schlotterbeck,2020-2021,Bundesliga,Union Berlin,DEF,21.5,1285,7500000.0,5968041.409932172,-1531958.590067828,-0.22848421900332028,1.0
Chadi Riad,2023-2024,LaLiga,Real Betis,DEF,21.0,2164,15000000.0,11837635.323535463,-3162364.676464537,-0.23676631088889621,1.0
Keane Lewis-Potter,2022-2023,Premier League,Brentford,MID,22.3,321,12000000.0,9464026.438807936,-2535973.5611920636,-0.2374087294970586,1.0
Adrien Truffert,2021-2022,Ligue 1,Rennes,DEF,20.5,1639,12000000.0,9450808.652675824,-2549191.3473241758,-0.23880634023167246,1.0
Adam Hložek,2022-2023,Bundesliga,Leverkusen,ATT,20.9,1286,18000000.0,14117749.30472854,-3882250.6952714603,-0.24293893621834428,1.0
Youssouf Fofana,2020-2021,Ligue 1,Monaco,MID,22.4,2873,16000000.0,12546482.114812415,-3453517.885187585,-0.24314840553276085,1.0
Kristjan Asllani,2021-2022,Serie A,Empoli,MID,20.2,1353,10000000.0,7832490.611938892,-2167509.388061108,-0.24430454775395205,1.0
Curtis Jones,2022-2023,Premier League,Liverpool,MID,22.4,1035,22000000.0,17218576.228451148,-4781423.771548852,-0.2450536390516298,1.0
Erling Haaland,2020-2021,Bundesliga,Dortmund,ATT,20.9,2407,130000000.0,101507555.61579631,-28492444.384203687,-0.2474012151797318,1.0
Samuel Edozie,2022-2023,Premier League,Southampton,ATT,20.4,567,8000000.0,6232791.62506917,-1767208.3749308297,-0.24961721533298586,1.0
Benjamin Nygren,2021-2022,Eredivisie,Heerenveen,ATT,21.0,476,1000000.0,778067.9577209391,-221932.04227906093,-0.2509414093627633,1.0
Bruno Rodrigues,2020-2021,Liga Portugal,Braga,DEF,20.0,732,2000000.0,1554146.7091832,-445853.29081679997,-0.25222052561679575,1.0
Håkon Evjen,2021-2022,Eredivisie,AZ Alkmaar,MID,22.3,909,1800000.0,1386925.9023682077,-413074.0976317923,-0.2606969479465828,1.0
Mateus Fernandes,2023-2024,Liga Portugal,Estoril,MID,19.9,2233,8000000.0,6139753.145850363,-1860246.8541496368,-0.264657004587896,1.0
Daishawn Redan,2022-2023,Eredivisie,Utrecht,ATT,22.4,732,1000000.0,767212.9372878148,-232787.0627121852,-0.2649908925626274,1.0
Phil Foden,2020-2021,Premier League,Manchester City,MID,21.0,1616,80000000.0,61300669.09114569,-18699330.908854313,-0.26623587676443705,1.0
Enzo Millot,2022-2023,Bundesliga,Stuttgart,MID,20.9,890,7000000.0,5353846.81793659,-1646153.18206341,-0.26809481513660316,1.0
Andrew Omobamidele,2023-2024,Premier League,Nottingham Forest,DEF,21.9,783,11000000.0,8391328.921215223,-2608671.078784777,-0.27069637139194924,1.0
Alexis Saelemaekers,2020-2021,Serie A,Milan,MID,21.9,2016,18000000.0,13728129.128181977,-4271870.871818023,-0.2709248090043843,1.0
Óscar Mingueza,2020-2021,LaLiga,Barcelona,DEF,22.1,1901,15000000.0,11407110.141367028,-3592889.8586329725,-0.2738133435085146,1.0
Tiago Santos,2023-2024,Ligue 1,Lille,DEF,21.9,2365,15000000.0,11381676.661340157,-3618323.3386598434,-0.27604544921969776,1.0
Tiago Djaló,2021-2022,Ligue 1,Lille,DEF,22.1,2329,12000000.0,9093250.96588327,-2906749.03411673,-0.2773741635259128,1.0
Tanguy Nianzou,2021-2022,Bundesliga,Bayern Munich,DEF,20.0,582,9000000.0,6801523.257769494,-2198476.7422305057,-0.2800779817447996,1.0
Mason Mount,2020-2021,Premier League,Chelsea,MID,22.4,2890,75000000.0,56666215.80644394,-18333784.193556063,-0.2803099215426812,1.0
Dirk Proper,2023-2024,Eredivisie,NEC Nijmegen,MID,22.3,2299,6000000.0,4529252.488454082,-1470747.511545918,-0.2812025569356482,1.0
Mohammed Salisu,2020-2021,Premier League,Southampton,DEF,22.1,844,10000000.0,7547929.044781454,-2452070.955218546,-0.28131186606432657,1.0
Mitchel Bakker,2021-2022,Bundesliga,Leverkusen,MID,22.0,1822,14000000.0,10538131.220345234,-3461868.7796547655,-0.2840571057947372,1.0
Ricardo Pepi,2022-2023,Eredivisie,Groningen,ATT,20.5,2453,9000000.0,6773242.120761967,-2226757.8792380327,-0.28424470980765726,1.0
Hugo Ekitike,2021-2022,Ligue 1,Reims,ATT,19.9,1273,28000000.0,21053135.94241561,-6946864.05758439,-0.2851549852558932,1.0
Paulos Abraham,2020-2021,Eredivisie,Groningen,ATT,18.8,360,2000000.0,1503715.946547736,-496284.05345226405,-0.2852078381969019,1.0
Ansgar Knauff,2022-2023,Bundesliga,Eintracht Frankfurt,ATT,21.4,1286,8000000.0,6004312.3093418395,-1995687.6906581605,-0.2869636123823973,1.0
Martin Satriano,2021-2022,Ligue 1,Brest,ATT,21.3,932,7000000.0,5250154.1215129215,-1749845.8784870785,-0.2876527164040219,1.0
Billy Gilmour,2022-2023,Premier League,Brighton,MID,22.0,507,12000000.0,8994879.13788927,-3005120.8621107303,-0.28825121906396234,1.0
Agustín Álvarez,2022-2023,Serie A,Sassuolo,ATT,22.1,368,8000000.0,5985671.463585342,-2014328.5364146577,-0.2900730178876021,1.0
Rafael Leão,2020-2021,Serie A,Milan,ATT,22.0,1924,25000000.0,18662102.67055478,-6337897.3294452205,-0.29238095248781804,1.0
Fabio Vieira,2021-2022,Liga Portugal,Porto,MID,22.0,1329,25000000.0,18623916.683625486,-6376083.316374514,-0.294429226931765,1.0
Kelvin Yeboah,2021-2022,Serie A,Genoa,ATT,22.1,850,5000000.0,3713331.350727282,-1286668.649272718,-0.29750850051866884,1.0
Francisco Trincão,2021-2022,Premier League,Wolves,MID,22.5,1336,20000000.0,14848163.172989389,-5151836.827010611,-0.297856108010361,1.0
Nathan Collins,2022-2023,Premier League,Wolves,DEF,22.1,1814,22000000.0,16201295.777595744,-5798704.222404256,-0.3059512280473662,1.0
Guillaume Restes,2023-2024,Ligue 1,Toulouse,GK,19.2,3060,18000000.0,13207692.126703495,-4792307.873296505,-0.30957236115756004,1.0
Alex Baena,2022-2023,LaLiga,Villarreal,ATT,21.9,1947,20000000.0,14648268.880084801,-5351731.119915199,-0.3114101102548936,1.0
Christian Mawissa,2023-2024,Ligue 1,Toulouse,DEF,19.1,1118,9000000.0,6590776.386755388,-2409223.613244612,-0.3115534228999799,1.0
Facundo Medina,2020-2021,Ligue 1,Lens,DEF,22.0,2007,10000000.0,7320140.96195596,-2679859.03804404,-0.31195550810843287,1.0
Zidane Iqbal,2023-2024,Eredivisie,Utrecht,MID,21.1,513,1000000.0,731691.8608518416,-268308.13914815837,-0.3123958087677394,1.0
Bénie Traoré,2023-2024,Ligue 1,Nantes,ATT,21.5,504,4000000.0,2924792.7365377564,-1075207.2634622436,-0.3130707422500407,1.0
Slobodan Tedić,2020-2021,Eredivisie,Zwolle,ATT,21.1,917,1700000.0,1242520.305853263,-457479.694146737,-0.3134864294680195,1.0
